Sun^ Zhixin,SCOPUS,Key Laboratory of Broadband Wireless Communication and Sensor Network Technology Ministry of Education Nanjing University of Posts and Telecommunications Nanjing 210003 China
Goldschmidt D.,SCOPUS,CA Technologies Canada
Harada^ Mitsuru,SCOPUS,NTT Network Innovation Laboratories Japan
Basso C.,SCOPUS,IBM Research - Zurich Säumerstrasse 4 Rüschlikon CH-8803 Switzerland
Agrawal^ Sanjay,SCOPUS,Dept of Computer Engineering and Application National Institute of Technical Teachers' Training and Research Bhopal India
Kovalchuk^ Sergey Valerevich,SCOPUS,ITMO University Saint Petersburg Russian Federation
González-Vélez^ Horacio,SCOPUS,National College of Ireland Cloud Competency Centre IFSC Dublin 1 Ireland
Boukhanovsky^ Alexander V.,SCOPUS,EScience Research Institute ITMO University Saint-Petersburg Russian Federation Netherlands Institute for Advanced Study in the Humanities and Social Sciences Wassenaar Netherlands
Li X.,SCOPUS,Multimedia Computing Group Delft University of Technology Netherlands
Jiang^ Liangcun,SCOPUS,State Key Laboratory of Information Engineering in Surveying Mapping and Remote Sensing (LIESMARS) Wuhan University Wuhan China
Schwan^ Karsten,SCOPUS,Center for Experimental Research in Computer Systems Georgia Institute of Technology Atlanta GA United States
Herrera^ Francisco,SCOPUS,Department of Computer Science and Artificial Intelligence CITIC-UGR (Research Center on Information and Communications Technology) University of Granada Granada Spain
Gorgan^ D.,SCOPUS,Computer Science Department Technical University of Cluj-Napoca Cluj-Napoca Romania
Choi S.,SCOPUS,Disaster Information Research Division National Disaster Management Institute 136 Mapo-dearo Mapo-Gu Seoul 121-719 South Korea
Ramaswamy^ Kalpana,SCOPUS,Department of Computer Applications Bharathiar University Coimbatore Tamilnadu India
Elmroth^ Erik,SCOPUS,Dept of Computing Science Umeå University Sweden
Nezhad^ Hamid Reza Motahari,SCOPUS,School of Computer Science and Engineering University of New South Wales Sydney Australia IBM Almaden Research Center San Jose CA United States
Akbari^ Mohammad Kazem,SCOPUS,Department of Computer Engineering and IT Amirkabir University of Technology Tehran Iran
Toumani^ Farouk,SCOPUS,Université Blaise Pascal CNRS LIMOS - UMR CNRS 6158 Clermont-Ferrand France
Khaddaj^ Souheil A.,SCOPUS,Kingston University United Kingdom
Barlaud^ Michel,SCOPUS,I3S Laboratory 2000 Route des Lucioles Sophia Antipolis 06903 France
Kambhampati^ Subbarao,SCOPUS,Department of Computer Science and Engineering Arizona State University Tempe AZ  85281 United States
Liebel^ Urban,SCOPUS,Karlsruhe Institute of Technology Karlsruhe Germany Acquifer AG Karlsruhe Germany
Barker A.,SCOPUS,School of Computer Science University of St Andrews St Andrews Fife KY16 9SX United Kingdom
Lazer K.,SCOPUS,Brookhaven National Laboratory United States
Huang^ Maolin,SCOPUS,School of Software Faculty of Engineering and IT University of Technology Sydney Sydney Australia School of Computer Software Tianjin University Tianjin China
Tönne A.,SCOPUS,R and D NovaTec GmbH Dieselstraße 18/1 Leinfelden-Echterdingen 70771 Germany
Cheng^ Zixue,SCOPUS,University-Business Innovation Centre University of Aizu Aizuwakamatsu Fukushima Japan Graduate School of Computer Science and Engineering University of Aizu Aizuwakamatsu Fukushima Japan
Diguez J.A.I.,SCOPUS,Engineering Academic Division ITAM Mexico
Furtado^ Pedro,SCOPUS,University of Coimbra DEI - CISUC Coimbra Portugal
Chang W.,SCOPUS,DS Software R and D Center Samsung Electronics Co. Ltd. Gyeonggi-Do South Korea
Guo^ Yike,SCOPUS,Department of Computing Imperial College London (ICL) 180 Queen's Gate London SW7 2BZ United Kingdom
Herrera^ Francisco,SCOPUS,Dept. of Computer Science and Artificial Intelligence CITIC-UGR (Research Center on Information and Communications Technology) University of Granada Granada Spain
Lee^ Joongseek,SCOPUS,Information Ecology Laboratory Department of Digital Contents Convergence Seoul National University Seoul South Korea
Zhang^ Xuyun,SCOPUS,Faculty of Engineering and IT University of Technology Sydney Australia
Ranc^ Daniel,SCOPUS,LOR Software-Networks department Télécom SudParis Institut Mines-Télécom 9rue Charles Fourier Evry 91000 France
Hariharan R.,SCOPUS,Department Of Information Technology Veltech Dr.RR Dr.SR Technical University India
Figueira N.,SCOPUS,Brocade Communications Systems Inc. San Jose CA United States
Lee^ Sungyoung,SCOPUS,Department of Computer Engineering Kyung Hee University South Korea
Park^ Sungbum,SCOPUS,National Information and Society Agency Big Data Strategy Center South Korea
Pinto J.L.J.,SCOPUS,Department of Computer Science Srinivas Institute of Management Studies Mangalore India
Balasubramanie^ Palanisamy,SCOPUS,Department of CSE Kongu Engineering College Erode Tamilnadu 638052 India
Indrawan M.,SCOPUS,Monash University Australia Faculty of Information Technology Building H 900 Dandenong Road Caulfield East VIC  3145 Australia
Pakzad^ Shamim N.,SCOPUS,Department of Civil and Environmental Engineering Lehigh University ATLSS Engineering Research Center 117 ATLSS Drive Imbt Labs Bethlehem PA  18015 United States
Jha^ Shantenu,SCOPUS,RADICAL ECE Rutgers University Piscataway NJ  08854 United States
Chung^ Yehching,SCOPUS,Department of Computer Science National Tsing Hua University Hsinchu 300 Taiwan
Thomas^ Johnson P.,SCOPUS,Department of Computer Science Oklahoma State University Stillwater OK United States
Gowri^ S.,SCOPUS,Faculty of Computing Sathyabama University India
Priyadarshini^ J.,SCOPUS,Department of computing science and Engineering Vellore Institute of Technology Chennai India
Chang^ Jaewoo,SCOPUS,Chonbuk National University South Korea
Dhavachelvan^ P.,SCOPUS,Department of Computer Science Pondicherry University Puducherry India
Khan^ Maleq,SCOPUS,Network Dynamics and Simulation Science Lab Virginia Bioinformatics Institute Virginia Tech Blacksburg VA  24061 United States
Garcia-Dominguez A.,SCOPUS,Control Systems IBM Seville Spain
Moon^ Il-Young,SCOPUS,Computer Science and Engineering Korea University of Technology and Education Gajeon-ri Byeongcheon-myeon Dongnam-gu Cheonan-si Chungcheongnam-do 330-708 South Korea
Moon^ Il-Young,SCOPUS,Computer Science and Engineering Korea University of Technology and Education Gajeon-ri Byeongcheon-myeon Dongnam-gu Cheonan-si Chungcheongnam-do 330-708 South Korea
Anuradha^ J.,SCOPUS,School of Computing Science and Engineering VIT University Vellore Tamil Nadu India
Chang^ Jaewoo,SCOPUS,Chonbuk National University 567 Baekju-daero Deokjin-gu Jeonju City 561-756 South Korea
Ayguade^ Eduard,SCOPUS,Barcelona Supercomputing Center Barcelona Spain Universitat Politècnica de Catalunya Barcelona Tech. Barcelona Spain
Smith A.,SCOPUS,Ottawa Hospital Research Institute University of Ottawa Ottawa Canada
Rekha A.S.,SCOPUS,Sathyabama University Chennai India
Sola J.,SCOPUS,Innovalia Association Rodriguez Arias 6 605 Bilbao 48008 Spain
Curino^ Carlo A.,SCOPUS,Microsoft Cloud and Information Services Lab United States
Lee D.-S.,SCOPUS,IMCLOUD Corporation Seoul 133-070 South Korea
Balasubramanie^ Palanisamy,SCOPUS,Dept. of CSE Kongu Engineering College Perundurai Tamilnadu  638052 India
Kim^ Myungsup Nsup,SCOPUS,Dept. of Computer and Information Science Korea University Sejong South Korea
Palanisamy^ Balaji,SCOPUS,University of Pittsburgh Pittsburgh PA United States
Lee^ Jeongkyu,SCOPUS,Department of Computer Science University of Bridgeport 221 University Ave Bridgeport CT United States
Gao G.R.,SCOPUS,ET International Inc. Department of Electrical and Computer Engineering University of Delaware Newark DE United States
Subasree^ S.,SCOPUS,Department of Computer Science and Engineering NCERC University of Calicut Thrissur India
Karande C.,SCOPUS,CEO Founder Greenova Corporation Pune India
Gonçalves^ Bruno,SCOPUS,Aix Marseille Université Université de Toulon CNRS CPT UMR 7332 Marseille 13288 France
Satish S.,SCOPUS,Department of Information Technology B. AbdurRahman University India
Kumar^ Rahul Ranjith,SCOPUS,Faculty of Computing Computer Science and Engineering Sathyabama University Chennai Tamil Nadu 600119 India
Karthik^ S.,SCOPUS,R.V.S Educational trust’s group of instituions Dindigul India
Yamada^ Shigeru,SCOPUS,Department of Social Management Engineering Graduate School of Engineering Tottori University Minami 4-101 Koyama Tottori-shi 680-8552 Japan
Siddesh^ Gaddadevara Matt,SCOPUS,Department of Computer Science and Engineering S. Ramaiah Institute of Technology India
Yamada^ Shigeru,SCOPUS,Tottori University Tottori Japan
Madhu Kumar^ S. D.,SCOPUS,Department of CSE NIT Calicut India
Stoffel^ Kilian,SCOPUS,Information Management Institute University of Neuchatel Neuchatel Switzerland
Kovalchuk^ Sergey Valerevich,SCOPUS,ITMO University Russian Federation
Zhang^ Hui,SCOPUS,Pervasive Technology Institute Indiana University United States
Gupta^ Ankur,SCOPUS,Department of Computer Science Model Institute of Engineering and Technology Jammu India
Iwase^ Jiro,SCOPUS,Department of Computer Science and Engineering University of Aizu Aizu-Wakamatsu City Fukushima Japan
Prakash S.,SCOPUS,CSE East Point College of Engineering and Technology Bangalore India
Narsimha,SCOPUS,Jawaharlal Nehru Technological Universiy Hyderabad College of Engineering Jagtial Kondagattu Karimnagar Telangana 505501 India
Meng Z.,SCOPUS,School of Computer Software Tianjin University Tianjin China
Vijgen R.,SCOPUS,Richard Studio Prinsessestraat 43 GT Arnhem 6828 Netherlands
Yang^ Bo,SCOPUS,Shandong Provincial Key Laboratory of Network Based Intelligent Computing University of Jinan Jinan China
Mi^ Zhengqiang,SCOPUS,School of Computer and Communication Engineering University of Science and Technology Beijing Beijing China
Park^ Seong-taek,SCOPUS,Department of Management Information Systems Chungbuk National University Heungdeok-gu Cheongju-si Chungcheongbuk-do South Korea
Bauer^ Denis C.,SCOPUS,Health and Biosecurity Flagship CSIRO 11 Julius Av Sydney 2113 Australia
Klyuev^ Vitaly V.,SCOPUS,Department of Computer Science and Engineering University of Aizu Fukushima Japan
Devgun A.,SCOPUS,Computer Science Engineering National Institute of Technology Jalandhar India
Garcia-Dominguez A.,SCOPUS,Control Systems IBM and IEEE Seville Spain
Raju G.P.,SCOPUS,Department of Computer Science and Engineering Anurag Group of Institutions Hyderabad 500088 India
Nikulin V.,SCOPUS,Department of Mathematical Methods in Economy Vyatka State University Kirov Russian Federation
Piattini^ Mario,SCOPUS,Instituto de Tecnologías y Sistemas de Información Universidad de Castilla–La Mancha Camino de Moledores S/N Ciudad Real 13071 Spain
Borkovcova M.,SCOPUS,University of Hradec Kralove Rokitanskeho 62 Hradec Kralove 50003 Czech Republic
López-Cantos F.,SCOPUS,Departamento de Ciencias de la Comunicación Universitat Jaume I de Castellón Spain
Nagesh^ H. R.,SCOPUS,Dept. of CSE MITE Moodabidri India
Loguinov D.,SCOPUS,Texas AandM University College Station TX  77843 United States
Jiang W.,SCOPUS,College of Bioinformatics Science and Technology Harbin Medical University Harbin 150081 China
Jonassen^ Simon,SCOPUS,Cxense ASA Oslo Norway
Matwin^ Stan,SCOPUS,Institute for Big Data Analytics Dalhousie University Dalhousie Canada Institute of Computer Science Polish Academy of Sciences Warsaw Poland
Huang^ Maolin,SCOPUS,School of Software Faculty of Engineering and IT University of Technology Sydney Sydney Australia School of Computer Software Tianjin University Tianjin China
Tajunisha^ N.,SCOPUS,Dept of Computer Science Sri Ramakrishna College of Arts and Science for Women Coimbatore-44 India
Oh^ Jaehyeon,SCOPUS,Genomics Division National Academy of Agricultural Science (NAAS) RDA Jeonju South Korea
Ross V.,SCOPUS,University of Pennsylvania United States
Tanawala B.,SCOPUS,Department of Computer Engineering Birla Vishvakarma Mahavidyalaya Vallabh Vidyanagar India
Sakamoto H.,SCOPUS,Graduate School of Computer Science and Systems Engineering Kyushu Institute of Technology 680-4 Kawazu Iizuka-shi Fukuoka Japan
Sheth^ Amit P.,SCOPUS,LexisNexis Ohio Eminent Scholar Wright State University Dayton OH United States
Sivasankar^ Elango,SCOPUS,Dept. of Computer Science and Engineering National Institute of Technology Trichy India
Furtado^ Pedro,SCOPUS,CISUC-Centre of Informatics and Systems of the University of Coimbra FCTUC University of Coimbra 3030-290 Coimbra Portugal
Bolignano^ Andrea,SCOPUS,ARPA Lazio Via Garibaldi 114 Rieti 02100 Italy
Manju A.,SCOPUS,Department of CSE Saveetha Engineering College Thandalam Chennai India
Fromm D.,SCOPUS,Carnegie Mellon University 5000 Forbes Avenue Pittsburgh PA  15213 United States
Anjum^ Ashiq,SCOPUS,University of Derby United Kingdom
Rao J.,SCOPUS,Department of Industrial Engineering and Management Dayananda Sagar College of Engineering Bangalore India
Wang Z.,SCOPUS,College of Bioinformatics Science and Technology Harbin Medical University Harbin Heilongjiang 150081 China
Kinshuk,SCOPUS,School of Computing and Information Systems Athabasca University Athabasca Canada
Syed Ibrahim S.P.,SCOPUS,School of Computing Sciences and Engineering VIT University Chennai Campus Chennai India
Kinshuk,SCOPUS,School of Computing and Information Systems Athabasca University Athabasca Canada
Syed Ibrahim S.P.,SCOPUS,School of Computing Sciences and Engineering VIT University Chennai Campus Chennai India
Mathew A.B.,SCOPUS,NIT Calicut Kozhikode India
Tang^ Yong,SCOPUS,South China Normal University Guangzhou Guangdong  510631 China
Chen X.,SCOPUS,Department of Electrical Engineering and Computer Science University of Central Florida Orlando FL United States
Woungang^ Isaac W.,SCOPUS,Department of Computer Science Ryerson University Toronto ON Canada
Johari^ Rahul,SCOPUS,USICT Guru Gobind Singh Indraprastha University Sector 16-C Dwarka Delhi 110078 India
Fujimaki^ Ryohei,SCOPUS,NEC Knowledge Discovery Laboratories 10080 North Wolfe Road Cupertino CA  95014 United States
Jora K.,SCOPUS,ITM University Gurgaon India
Barrera K.,SCOPUS,Laboratorio de Análisis Geoespacial Instituto de Geografía UNAM Cd. Universitaria04510 Mexico
Chadha R.,SCOPUS,CGCT Jhanjeri Mohali India
Neamtiu^ Iulian,SCOPUS,Department of Computer Science and Engineering University of California Riverside United States
Hondo F.,SCOPUS,Department of Computer Science University of Brasília Brasília Brazil
Sujatha M.,SCOPUS,School of Computing SASTRA University Thanjavur Tamilnadu India
Huh^ Euinam,SCOPUS,Department of Computer Engineering Kyung Hee University Yongin-si South Korea
Lee^ Dong-ho,SCOPUS,Department of Computer Science and Engineering Hanyang University South Korea
Teng T.,SCOPUS,Cloud Computing Center Chinese Academy of Sciences ChinaRS Geoinformatics (Dongguan) Co. Ltd. Dongguan 523808 China
Balamurugan^ N. M.,SCOPUS,School of Computer Science Engineering and Applications Bharathidasan University Trichy Tamil Nadu 23 India
Cudr?-Mauroux^ Philippe,SCOPUS,Exascale Infolab Univeristy of Fribourg-Switzerland Switzerland
Park^ Seok-cheon,SCOPUS,Department of Computer Engineering College of IT Gachon University 5-15 Seromkwan Gyeonggi-doSeongnam 461-701 South Korea
Boukhanovsky^ Alexander V.,SCOPUS,ITMO University Saint-Petersburg Russian Federation
Voevodin V.,SCOPUS,Research Computing Center Moscow State University Russian Federation
Stathopoulos^ Antony G.,SCOPUS,National Technical University of Athens Iroon Polytechniou 5 Zografou 15773 Greece
Naruo^ Takeshi,SCOPUS,MIZUNO Corporation Suminoe Osaka 559-8510 Japan
Prasanna^ Viktor K.,SCOPUS,Department of Electrical Engineering University of Southern California Los Angeles CA United States
Menon N.,SCOPUS,Data-centric Systems Research Group Siemens Corporate Research and Technologies Siemens Technology and Services Pvt. Ltd. Bangalore India
Kanasugi^ Hiroshi,SCOPUS,Center for Spatial Information Science University of Tokyo Meguro-ku Tokyo Japan
Kim^ Jongwon,SCOPUS,School of Information and Communications Gwangju Institute of Science and Technology (GIST) Gwangju South Korea
Schwarz^ Stefan,SCOPUS,Technical University of Vienna Institute of Telecommunications Austria
Podgainy D.,SCOPUS,Laboratory of Information Technologies LIT Joint Institute for Nuclear Research JINR Dubna Moscow reg 141980 Russian Federation
Sandhya^ P.,SCOPUS,School of Computing Science and Engineering VIT University Chennai campusTamil Nadu India
Singer^ Jeremy,SCOPUS,University of Glasgow United Kingdom
Pakzad^ Shamim N.,SCOPUS,Dept. of Civil and Environmental Engineering Lehigh Univ. 117 ATLSS Dr.PA  18015 United States
Hong^ Jaegi,SCOPUS,Department of Electrical and Computer Engineering Pusan National University Busan South Korea
Agrawal^ Dharma Prakash,SCOPUS,Department of Electrical Engineering and Computing Systems College of Engineering and Applied Sciences University of Cincinnati Cincinnati OH  45219 United States
Furtado^ Pedro,SCOPUS,Department of Computer Sciences University of Coimbra Coimbra Portugal
Furtado^ Pedro,SCOPUS,Department of Computer Sciences University of Coimbra Coimbra Portugal
Wilczek A.,SCOPUS,Faculty of Computer Science and Management Wroclaw University of Technology Wybrzeże Wyspiańkiego 27 Wrocław 50-370 Poland
Choi Y.-L.,SCOPUS,Graduate School of Software Soongsil University 369 Sangdo-ro Dongjak-gu Seoul South Korea
Hegde N.P.,SCOPUS,Dept. of Computer Science and Engineering Vasavi College of Engineering Hyderabad India
Karthik M.,SCOPUS,Dept. of Information Technology Sri Manakula Vinayagar Engineering College Puducherry India
Samuel^ Philip,SCOPUS,Cochin University of Science And Technology Kochi India
Krishna Reddy^ Vuyyuru,SCOPUS,Department of Computer Science and Engineering K L University Green Fields Vaddeswaram Guntur Andhra Pradesh 522502 India
Madhu Kumar^ S. D.,SCOPUS,Department of Computer Science and Engineering National Institute of Technology Calicut Kerala India
April^ Alain,SCOPUS,École de Technologie Supérieure (ÉTS) 1100 rue Notre-Dame Ouest Montréal QC Canada
Lee^ Kyungho,SCOPUS,Department of Information Security Korea University Seoul South Korea
Tkindt V.,SCOPUS,University François-Rabelais of Tours CNRS LI EA 6300 OC ERL CNRS 6305 Tours France
Ricci^ Laura,SCOPUS,Istituto di Scienze e Tecnologie Dell'Informazione CNR Pisa Italy Department of Computer Science University of Pisa Pisa Italy
Sathyadevan^ Shiju,SCOPUS,Department of Cyber Security Amrita School of Engineering Amritapuri Kollam India
Shen^ Haiying,SCOPUS,Department of Electrical and Computer Engineering Clemson University Clemson SC  29634 United States
Franklin^ Ramya G.,SCOPUS,Department of MCA Faculty of Computing Sathyabama University Chennai Tamilnadu 600119 India
Tan^ Vincent Y.F.,SCOPUS,Department of Electrical and Computer Engineering National University of Singapore Singapore
Noronha H.,SCOPUS,Department of Computing Middle East College Oman
Hou X.,SCOPUS,Department of Computer Science Oklahoma State University Stillwater OK United States
Liu^ Pangfeng,SCOPUS,Department of Computer Science and Information Engineering Graduate Intitute of Networking and Multimedia National Taiwan University Taipei Taiwan
Ranjani K.,SCOPUS,Department of Computer Science and Engineering Faculty of Engineering and Technology Annamalai University Chidambaram Tamilnadu India
Manivannan S.,SCOPUS,Dr.MGR Educational and Research Institute University Chennai 600107 India
Manivannan S.,SCOPUS,Dr.MGR Educational and Research Institute University Chennai 600107 India
Teerling H.,SCOPUS,University of Applied Science Kufstein Andreas Hofer Str. 7 Kufstein 6336 Austria
Lakshmi^ M.,SCOPUS,Faculty of Computing Sathyabama University Chennai Tamil Nadu 600119 India
Padma Priya^ R.,SCOPUS,School of Computer Science and Engineering (SCOPE) VIT University Vellore Tamil Nadu India
Li^ Xia,SCOPUS,College of Bioinformatics Science and Technology Harbin Medical University Harbin 150081 China
Jin^ Sunggeun,SCOPUS,School of Computer-IT Daegu University Gyeongsan South Korea
Rossi^ Dario,SCOPUS,Telecom ParisTech France
Ben Said^ Lamjed,SCOPUS,Laboratoire SOIE University of Tunis Tunisia
Revathy^ S.,SCOPUS,Sathyabama university Chennai India
Baggiya Lakshmi T.,SCOPUS,Department of Information Technology Kingston Engineering College Vellore India
Bajwa^ Hassan,SCOPUS,Department of Electrical Engineering University of Bridgeport 221 University Ave Bridgeport CT United States
Zhao^ Ming,SCOPUS,Arizona State University 699 S Mill Ave Tempe AZ  85281 United States
Kumari Roshni^ V. S.,SCOPUS,CDAC-Bangalore Karnataka India
Whitmarsh S.,SCOPUS,Swedish National Facility for Magnetoencephalography (NatMEG) Karolinska Institutet Stockholm Sweden
Ding^ Bolin,SCOPUS,Microsoft United States
Ranc^ Daniel,SCOPUS,LOR Software-Networks Department Télécom SudParis Institut Mines-Télécom Rue Charles Fourier Evry Cedex 9 91011 France
Zhang^ Ning,SCOPUS,School of Computer Science The University of Manchester Manchester M13 9PL United Kingdom
Pan^ Mingming,SCOPUS,China Electric Power Research Institute Haidian District Beijing 100192 China
Zamboni^ Giorgio,SCOPUS,Politecnico di Milano DICA Laboratorio di Geomatica Como Campus via Valleggio 11 Como 22100 Italy
Dong Z.,SCOPUS,IBM System and Technology Group Beijing China
Joshi P.,SCOPUS,Computer Science Department Birla Institute of Technology Extension Centre Noida Noida India
Guedes^ Dorgival,SCOPUS,Department of Computer Science Universidade Federal de Minas Gerais Belo Horizonte Brazil
Zhou^ Meng,SCOPUS,College of Bioinformatics Science and Technology Harbin Medical University Harbin 150081 China
Doxas^ Isidoros,SCOPUS,BAE Systems Columbia MD  21046 United States
Park^ Youngho,SCOPUS,Department of IT Engineering Sookmyung Women’s University Seoul South Korea
Lilly Sheeba S.,SCOPUS,Jerusalem College of Engineering Chennai India
Seetharaman K.S.,SCOPUS,Annauniversity Chennai Velammal College of Engineering and Technology Madurai India
Correia S.,SCOPUS,LIPN Laboratory- UMR 7030 CNRS University Paris 13 Sorbonne Paris Cité Villetaneuse 93430 France
Soman^ K. P.,SCOPUS,Center for Excellence in Computational Engineering and Networking Amrita School of Engineering Amrita Vishwa Vidyapeetham Amrita University Coimbatore Tamil Nadu 641112 India
Marchionna C.,SCOPUS,U.O.C. Ematologia I.R.C.C.S. Istituto Tumori Giovanni Paolo II Viale Orazio Flacco 65 Bari 70124 Italy
Park^ Sungbum,SCOPUS,Hoseo University 20 Hoeo-ro 79 beon-gil Baebang-eup Asan-si Chungcheongnam-do 31499 South Korea
Kushwaha^ D. S.,SCOPUS,Department of Computer Science and Engineering MNNIT Allahabad 211004 India
Sumeet S.,SCOPUS,Computer Engineering Dept MPSTME NMIMS University Vile Parle (West) Mumbai Maharashtra 400 056 India
